S.no.,user_id,tweet_id,username,location,following,followers,twt_created_at,total_tweets,retweet_count,text,hashtags,mentions,textblob_polarity,nltk_compound,avg_sentiment,textblob_sentiment,nltk_sentiment,priority
475,954,954,Garg5Nikhil,"Uttar Pradesh, India",2183,228,2022-11-08 03:59:02+00:00,434,0,home credit nbfc india support illegal thing shameful nbfc,[],"[{'screen_name': 'HomeCredit_In', 'name': 'Home Credit India', 'id': 846592266437361664, 'id_str': '846592266437361664', 'indices': [0, 14]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [15, 24]}]",-0.5,-0.3612,-1,-1,-1,0
476,957,957,Akichauhan1985,"Noida, India",1169,83,2022-11-08 03:57:47+00:00,3777,0,medium busy making news cheta first kill incident highlighted medium court gone insane pillar society need change medium law education,[],"[{'screen_name': 'HMOIndia', 'name': '‡§ó‡•É‡§π‡§Æ‡§Ç‡§§‡•ç‡§∞‡•Ä ‡§ï‡§æ‡§∞‡•ç‡§Ø‡§æ‡§≤‡§Ø, HMO India', 'id': 2541363451, 'id_str': '2541363451', 'indices': [134, 143]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [144, 153]}, {'screen_name': 'pmo', 'name': 'pmo', 'id': 12407832, 'id_str': '12407832', 'indices': [154, 158]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [159, 172]}, {'screen_name': 'AmitShahOffice', 'name': 'Office of Amit Shah', 'id': 4306715188, 'id_str': '4306715188', 'indices': [173, 188]}, {'screen_name': 'AmitShah', 'name': 'Amit Shah', 'id': 1447949844, 'id_str': '1447949844', 'indices': [189, 198]}]",-0.2166667,-0.8126,-1,-1,-1,0
480,962,962,kiran_mestry,thakurli,1679,1411,2022-11-08 03:51:07+00:00,30124,0,sir get black money back cash still found minister bureaucrat,[],"[{'screen_name': 'Rajeev_GoI', 'name': 'Rajeev Chandrasekhar üáÆüá≥', 'id': 28082599, 'id_str': '28082599', 'indices': [0, 11]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [12, 25]}]",-0.0833333,0,-1,-1,0,0
482,965,965,ananthnani,"Bangalore, Nellore",215,73,2022-11-08 03:47:42+00:00,6418,0,stoppage far mysur bengaluru katpadi chennai want additional stoppage least signature letter railway official requesting stoppage puram practical way request,[],"[{'screen_name': 'WF_Watcher', 'name': 'Bangalore Metro Updates', 'id': 771971623423324161, 'id_str': '771971623423324161', 'indices': [0, 11]}, {'screen_name': 'ChristinMP_TOI', 'name': 'ChristinMathewPhilip', 'id': 3657633680, 'id_str': '3657633680', 'indices': [12, 27]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [28, 37]}, {'screen_name': 'AshwiniVaishnaw', 'name': 'Ashwini Vaishnaw', 'id': 852579395315171328, 'id_str': '852579395315171328', 'indices': [38, 54]}, {'screen_name': 'SWRRLY', 'name': 'South Western Railway', 'id': 3192411439, 'id_str': '3192411439', 'indices': [55, 62]}, {'screen_name': 'GMSRailway', 'name': 'Southern Railway', 'id': 3300204362, 'id_str': '3300204362', 'indices': [63, 74]}, {'screen_name': 'drmsbc', 'name': 'DRM Bengaluru', 'id': 3279388878, 'id_str': '3279388878', 'indices': [75, 82]}, {'screen_name': 'DrmMys', 'name': 'DRM Mysuru', 'id': 3279523231, 'id_str': '3279523231', 'indices': [83, 90]}, {'screen_name': 'DrmChennai', 'name': 'DRM Chennai', 'id': 3280461572, 'id_str': '3280461572', 'indices': [91, 102]}, {'screen_name': 'bengalurutrains', 'name': '‡≤¨‡≥Ü‡≤Ç‡≤ó‡≤≥‡≥Ç‡≤∞‡≥Å TrainUsers', 'id': 832250558173966336, 'id_str': '832250558173966336', 'indices': [103, 119]}, {'screen_name': 'KARailway', 'name': 'Karnataka Rail Users', 'id': 896967704602529792, 'id_str': '896967704602529792', 'indices': [120, 130]}, {'screen_name': 'kar_rail', 'name': 'RailNewsKar', 'id': 1154042815933849606, 'id_str': '1154042815933849606', 'indices': [131, 140]}, {'screen_name': 'dyamannavar', 'name': 'Sanjeev Dyamannavar', 'id': 100767074, 'id_str': '100767074', 'indices': [141, 153]}, {'screen_name': 'anil_lulla', 'name': 'Anil Budur Lulla', 'id': 96124223, 'id_str': '96124223', 'indices': [154, 165]}, {'screen_name': 'HennurBlr', 'name': 'HennurBlr', 'id': 574175319, 'id_str': '574175319', 'indices': [166, 176]}, {'screen_name': 'Namma_ORRCA', 'name': 'ORRCA', 'id': 1169934345248763904, 'id_str': '1169934345248763904', 'indices': [177, 189]}, {'screen_name': 'NammaBengaluroo', 'name': '‡≤®‡≤Æ‡≥ç‡≤Æ ‡≤¨‡≥Ü‡≤Ç‡≤ó‡≤≥‡≥Ç‡≤∞‡≥Å Namma Bengaluru', 'id': 991206985587621888, 'id_str': '991206985587621888', 'indices': [190, 206]}, {'screen_name': 'MYSURU_PAGE', 'name': 'MYSURU PAGE', 'id': 867184901656895488, 'id_str': '867184901656895488', 'indices': [207, 219]}, {'screen_name': 'PCMohanMP', 'name': 'P C Mohan', 'id': 2166444230, 'id_str': '2166444230', 'indices': [451, 461]}]",-0.1,0.0772,-1,-1,1,1
483,967,967,Harshshah1988,,29,2,2022-11-08 03:46:56+00:00,131,0,government failed curb rate cng despite better relation russia middle class india happy government people choose one work middle class nota always option,[],"[{'screen_name': 'PetroleumMin', 'name': 'Ministry of Petroleum and Natural Gas', 'id': 2583583465, 'id_str': '2583583465', 'indices': [0, 13]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [14, 23]}, {'screen_name': 'narendramodi_in', 'name': 'narendramodi_in', 'id': 296612629, 'id_str': '296612629', 'indices': [24, 40]}, {'screen_name': 'AmitShah', 'name': 'Amit Shah', 'id': 1447949844, 'id_str': '1447949844', 'indices': [41, 50]}]",0.16,-0.2514,-1,1,-1,0
485,970,970,Harshshah1988,,29,2,2022-11-08 03:44:22+00:00,131,0,cng rate touching highest rate govt look serious middle class work initiate taken poor rich govt serious middle class,[],"[{'screen_name': 'PetroleumMin', 'name': 'Ministry of Petroleum and Natural Gas', 'id': 2583583465, 'id_str': '2583583465', 'indices': [0, 13]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [14, 23]}, {'screen_name': 'AmitShah', 'name': 'Amit Shah', 'id': 1447949844, 'id_str': '1447949844', 'indices': [24, 33]}, {'screen_name': 'narendramodi_in', 'name': 'narendramodi_in', 'id': 296612629, 'id_str': '296612629', 'indices': [34, 50]}, {'screen_name': 'nsitharaman', 'name': 'Nirmala Sitharaman', 'id': 58243368, 'id_str': '58243368', 'indices': [51, 63]}, {'screen_name': 'RBI', 'name': 'ReserveBankOfIndia', 'id': 478432912, 'id_str': '478432912', 'indices': [64, 68]}]",-0.027381,-0.0258,-1,-1,-1,0
490,975,975,Mohan08417213,,495,167,2022-11-08 03:36:52+00:00,38742,0,landed maharashtra reply hate terror devide india,"[{'text': 'BharatJodoYatra', 'indices': [0, 16]}]","[{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [51, 64]}, {'screen_name': 'INCIndia', 'name': 'Congress', 'id': 1153045459, 'id_str': '1153045459', 'indices': [100, 109]}, {'screen_name': 'IYC', 'name': 'Indian Youth Congress', 'id': 16293020, 'id_str': '16293020', 'indices': [112, 116]}, {'screen_name': 'kharge', 'name': 'Mallikarjun Kharge', 'id': 60053513, 'id_str': '60053513', 'indices': [120, 127]}, {'screen_name': 'RahulGandhi', 'name': 'Rahul Gandhi', 'id': 3171712086, 'id_str': '3171712086', 'indices': [128, 140]}]",-0.8,-0.7964,-1,-1,-1,0
496,982,982,drthinkit,"Patna, India",170,9,2022-11-08 03:30:11+00:00,1058,0,one reason rich get richer poor get poorer middle class struggle debt subject money taught home school,[],"[{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [169, 182]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [183, 192]}, {'screen_name': 'ANI', 'name': 'ANI', 'id': 355989081, 'id_str': '355989081', 'indices': [193, 197]}, {'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [198, 214]}, {'screen_name': 'dpradhanbjp', 'name': 'Dharmendra Pradhan', 'id': 1897514666, 'id_str': '1897514666', 'indices': [215, 227]}, {'screen_name': 'nsitharaman', 'name': 'Nirmala Sitharaman', 'id': 58243368, 'id_str': '58243368', 'indices': [228, 240]}, {'screen_name': 'myogiadityanath', 'name': 'Yogi Adityanath', 'id': 3437532637, 'id_str': '3437532637', 'indices': [241, 257]}, {'screen_name': 'NitishKumar', 'name': 'Nitish Kumar', 'id': 143409075, 'id_str': '143409075', 'indices': [258, 270]}]",-0.0479167,-0.34,-1,-1,-1,0
501,987,987,yogeshkumarfca,"Faridabad, India",24,18,2022-11-08 03:16:53+00:00,291,0,year since fighting corrupt jaypee builder respite urge government judge understand ordeal helpless family expedite justice,[],"[{'screen_name': 'raoshweta1978', 'name': 'Shweta Rao', 'id': 268888486, 'id_str': '268888486', 'indices': [0, 14]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [15, 24]}, {'screen_name': 'CMOfficeUP', 'name': 'CM Office, GoUP', 'id': 2587240482, 'id_str': '2587240482', 'indices': [25, 36]}, {'screen_name': 'MoHUA_India', 'name': 'Ministry of Housing and Urban Affairs', 'id': 2665238888, 'id_str': '2665238888', 'indices': [37, 49]}, {'screen_name': 'FinMinIndia', 'name': 'Ministry of Finance', 'id': 2613904818, 'id_str': '2613904818', 'indices': [50, 62]}]",-0.5,-0.2732,-1,-1,-1,1
505,991,991,sumanth_BS90,"Bengaluru South, India",2866,679,2022-11-08 03:10:00+00:00,717,1,historic judgement supreme court putting stamp pro poor sabka sath sabka vikas sabka vishwas policy govt upholding validity reservation poor admission government job,"[{'text': 'EWS', 'indices': [174, 178]}, {'text': 'EWS_‡§Ü‡§∞‡§ï‡•ç‡§∑‡§£_‡§ñ‡§§‡•ç‡§Æ_‡§ï‡§∞‡•ã', 'indices': [237, 257]}, {'text': 'Reservation', 'indices': [258, 270]}]","[{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [123, 136]}]",-0.2666667,-0.3818,-1,-1,-1,0
508,996,996,dilipsh26608440,,19,1,2022-11-08 02:55:53+00:00,12,0,sir rajkot wankaner via kuvadva bad one feel government good mody road create problem back spine officer must summoned one vote government,[],"[{'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [0, 9]}]",3.70E-17,-0.296,-1,1,-1,1
515,1003,1003,ajaydamle,"Mulund East, Mumbai",219,75,2022-11-08 02:44:36+00:00,62,0,really good news wreck train many time observed old wreck attached special train wreck cleaned properly poor condition ticket premium high,[],"[{'screen_name': 'KonkanRailway', 'name': 'Konkan Railway', 'id': 2889594338, 'id_str': '2889594338', 'indices': [0, 14]}, {'screen_name': 'RailMinIndia', 'name': 'Ministry of Railways', 'id': 2602959463, 'id_str': '2602959463', 'indices': [15, 28]}, {'screen_name': 'Central_Railway', 'name': 'Central Railway', 'id': 2789625312, 'id_str': '2789625312', 'indices': [29, 45]}, {'screen_name': 'WesternRly', 'name': 'Western Railway', 'id': 3188629370, 'id_str': '3188629370', 'indices': [46, 57]}, {'screen_name': 'GMSRailway', 'name': 'Southern Railway', 'id': 3300204362, 'id_str': '3300204362', 'indices': [58, 69]}, {'screen_name': 'SWRRLY', 'name': 'South Western Railway', 'id': 3192411439, 'id_str': '3192411439', 'indices': [70, 77]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [78, 87]}]",0.23619048,-0.7716,-1,1,-1,1
517,1006,1006,mohtavijay,"New Delhi, India",251,187,2022-11-08 02:42:00+00:00,8501,0,like symptom due excessive pollution delhites forced inhale toxic air state centre action plan,"[{'text': 'covid', 'indices': [0, 6]}, {'text': 'Delhi', 'indices': [51, 57]}]","[{'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [59, 74]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [184, 197]}, {'screen_name': 'AamAadmiParty', 'name': 'AAP', 'id': 711694309, 'id_str': '711694309', 'indices': [199, 213]}, {'screen_name': 'BJP4India', 'name': 'BJP', 'id': 207809313, 'id_str': '207809313', 'indices': [215, 225]}]",-0.14375,-0.128,-1,-1,-1,1
521,1011,1011,SAJANBHARDWAJ7,"Jaipur, India",4995,1332,2022-11-08 02:27:05+00:00,77364,2,whole matter referred socalled newly appointed cow slaughter banned princely state muslim population,"[{'text': 'Kashmir', 'indices': [88, 96]}, {'text': 'LawCommissionofIndia', 'indices': [146, 167]}, {'text': 'cjiuulalit', 'indices': [203, 214]}, {'text': 'Cji', 'indices': [215, 219]}]","[{'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [170, 179]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [180, 193]}, {'screen_name': 'MLJ_GoI', 'name': 'Ministry of Law and Justice', 'id': 931101273708904448, 'id_str': '931101273708904448', 'indices': [194, 202]}, {'screen_name': 'KirenRijiju', 'name': 'Kiren Rijiju', 'id': 3241214268, 'id_str': '3241214268', 'indices': [220, 232]}, {'screen_name': 'thekiranbedi', 'name': 'Kiran Bedi', 'id': 68977380, 'id_str': '68977380', 'indices': [233, 246]}, {'screen_name': 'BansuriSwaraj', 'name': 'Bansuri Swaraj', 'id': 1231186167300681728, 'id_str': '1231186167300681728', 'indices': [247, 261]}, {'screen_name': 'AshwiniUpadhyay', 'name': 'Ashwini Upadhyay ‡§Ö‡§∂‡•ç‡§µ‡§ø‡§®‡•Ä ‡§â‡§™‡§æ‡§ß‡•ç‡§Ø‡§æ‡§Ø', 'id': 1549631191, 'id_str': '1549631191', 'indices': [262, 278]}]",0.06767677,-0.4404,-1,1,-1,0
522,1012,1012,Srivats67499384,"Bengaluru South, India",35,14,2022-11-08 02:24:45+00:00,208,0,bring dwn gst home interior seen pple rejecting invoice frm interior designer paying cash avoid gst burden making people shift take invoice govt expect money,[],"[{'screen_name': 'nsitharaman', 'name': 'Nirmala Sitharaman', 'id': 58243368, 'id_str': '58243368', 'indices': [0, 12]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [13, 22]}]",0,-0.7964,-1,0,-1,0
524,1014,1014,trishan_harsha,"Bengaluru, India",2411,371,2022-11-08 02:22:06+00:00,11382,0,people mocking train aka vande bharat train know want mock bjp modi ahead train developed indian indian cost foreign country offered took month developed shubhranshu team,[],"[{'screen_name': 'Puneeth74353549', 'name': '‡≤™‡≥Å‡≤®‡≥Ä‡≤§‡≥ç ‡≤ï‡≥Ü‡≤∞‡≥Ü‡≤π‡≤≥‡≥ç‡≤≥‡≤ø Puneeth Kerehalli', 'id': 872358066716626944, 'id_str': '872358066716626944', 'indices': [0, 16]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [17, 30]}, {'screen_name': 'astitvam', 'name': 'Chakravarty Sulibele', 'id': 75277224, 'id_str': '75277224', 'indices': [31, 40]}]",0.025,-0.6369,-1,1,-1,1
525,1016,1016,RamMaravajhala,India,657,256,2022-11-08 02:17:04+00:00,21651,0,question effected covid taken two dos taken read somewhere batch vaccine bad rolled particular period time taken vaccine,[],"[{'screen_name': 'VijayNaiduHindu', 'name': 'Vijay Naidu', 'id': 1522572209188790273, 'id_str': '1522572209188790273', 'indices': [0, 16]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [17, 30]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [31, 40]}]",-0.2666667,-0.5423,-1,-1,-1,0
531,1025,1025,PasupathyBalaji,,17,4,2022-11-08 01:59:21+00:00,195,0,dmk grown family money power continued abuse reservation privilege near crony,[],"[{'screen_name': 'Karunak82408927', 'name': 'Karunakaran', 'id': 891465275157037056, 'id_str': '891465275157037056', 'indices': [0, 16]}, {'screen_name': 'IndiaToday', 'name': 'IndiaToday', 'id': 19897138, 'id_str': '19897138', 'indices': [17, 28]}, {'screen_name': 'annamalai_k', 'name': 'K.Annamalai', 'id': 61121030, 'id_str': '61121030', 'indices': [29, 41]}, {'screen_name': 'PWilsonDMK', 'name': 'P. Wilson', 'id': 1095496424978997249, 'id_str': '1095496424978997249', 'indices': [42, 53]}, {'screen_name': 'PramodMadhav6', 'name': 'Pramod Madhav', 'id': 1238275541360193536, 'id_str': '1238275541360193536', 'indices': [54, 68]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [69, 78]}, {'screen_name': 'CMOTamilnadu', 'name': 'CMOTamilNadu', 'id': 844890761409777664, 'id_str': '844890761409777664', 'indices': [79, 92]}]",0.1,-0.4019,-1,1,-1,0
535,1032,1032,anilgoswami,"New Delhi, India",1381,469,2022-11-08 01:41:15+00:00,5623,0,please finish jangpura multilevel parking project year wait crore wasted,[],"[{'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [0, 10]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [11, 22]}, {'screen_name': 'AshwaniKumar_92', 'name': 'Ashwani Kumar', 'id': 728434197812019200, 'id_str': '728434197812019200', 'indices': [23, 39]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [40, 55]}]",-0.2,-0.2263,-1,-1,-1,1
537,1037,1037,PalashP13006476,"dhurkali, Howrah 711410",37,1,2022-11-08 01:29:05+00:00,7,0,dear sir palash pramanik suffering brain cancer attending chennai apollo cancer hospital sir need help financialy pay phone pay,[],"[{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [0, 13]}]",0,-0.8555,-1,0,-1,1
538,1040,1040,sanjivoscar,Chandigarh,885,303,2022-11-08 01:17:57+00:00,3676,10,save pollution disease turning jhuriwala forest area garbage dump threatens wildlife ecosystem,"[{'text': 'PANCHKULA', 'indices': [67, 77]}]","[{'screen_name': 'anilvijminister', 'name': 'ANIL VIJ MINISTER HARYANA', 'id': 317832990, 'id_str': '317832990', 'indices': [0, 16]}, {'screen_name': 'mlkhattar', 'name': 'Manohar Lal', 'id': 295833852, 'id_str': '295833852', 'indices': [17, 27]}, {'screen_name': 'SwachhBharatGov', 'name': 'Swachh Bharat Urban', 'id': 4452823454, 'id_str': '4452823454', 'indices': [28, 44]}, {'screen_name': 'SwachhPanchkula', 'name': 'MC PANCHKULA', 'id': 2315032699, 'id_str': '2315032699', 'indices': [45, 61]}, {'screen_name': 'HardeepSPuri', 'name': 'Hardeep Singh Puri', 'id': 2289628938, 'id_str': '2289628938', 'indices': [201, 214]}, {'screen_name': 'RoopaMishra77', 'name': 'Roopa Mishra', 'id': 735663028381720579, 'id_str': '735663028381720579', 'indices': [215, 229]}, {'screen_name': 'byadavbjp', 'name': 'Bhupender Yadav', 'id': 391901721, 'id_str': '391901721', 'indices': [230, 240]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [241, 254]}, {'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [255, 269]}, {'screen_name': 'mansukhmandviya', 'name': 'Dr Mansukh Mandaviya', 'id': 432697203, 'id_str': '432697203', 'indices': [270, 286]}]",0,-0.25,-1,0,-1,1
539,1042,1042,ShaliniSachde12,,3,197,2022-11-08 01:05:12+00:00,23181,0,forgiving rapist murderer cruel enters mandir gurdwara radhaswami beas sirji politics evm par hum log control nahin kar sakte sure acceptable anymore,[],"[{'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [0, 9]}]",-0.25,-0.8316,-1,-1,-1,0
540,1043,1043,puresharma96,"Dwarka, New Delhi",326,27,2022-11-08 00:55:01+00:00,86,2,totally wrong direction board uttam nagar terminal daily traffic wale yaha khade hote hai phir bhi theek nhi krte kuch kaam krlo sahi,[],"[{'screen_name': 'AAPNareshBalyan', 'name': 'Naresh Balyan', 'id': 3283582405, 'id_str': '3283582405', 'indices': [114, 130]}, {'screen_name': 'AAPDelhi', 'name': 'Aam Aadmi Party Delhi', 'id': 2299699574, 'id_str': '2299699574', 'indices': [154, 163]}, {'screen_name': 'dtptraffic', 'name': 'Delhi Traffic Police', 'id': 143766231, 'id_str': '143766231', 'indices': [164, 175]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [176, 191]}, {'screen_name': 'DelhiPwd', 'name': 'PWD Delhi', 'id': 763629353968234496, 'id_str': '763629353968234496', 'indices': [192, 201]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [202, 212]}, {'screen_name': 'DelhiPolice', 'name': 'Delhi Police', 'id': 1850705408, 'id_str': '1850705408', 'indices': [213, 225]}, {'screen_name': 'BJP4Delhi', 'name': 'BJP Delhi', 'id': 337065278, 'id_str': '337065278', 'indices': [226, 236]}, {'screen_name': 'ConfessionsNjf', 'name': 'Najafgarh Confessions', 'id': 3392320032, 'id_str': '3392320032', 'indices': [237, 252]}]",-0.25,-0.5256,-1,-1,-1,1
555,1060,1060,JeetuAzad,"Auraiya, India",157,12,2022-11-07 21:35:46+00:00,722,0,sir long time xray machine dead ajitmal auraiya chc today visited hospital ajitmal xray machine working sir responsible health public,[],"[{'screen_name': 'myogiadityanath', 'name': 'Yogi Adityanath', 'id': 3437532637, 'id_str': '3437532637', 'indices': [0, 16]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [17, 30]}, {'screen_name': 'myogiadityanath', 'name': 'Yogi Adityanath', 'id': 3437532637, 'id_str': '3437532637', 'indices': [31, 47]}, {'screen_name': 'myogioffice', 'name': 'Yogi Adityanath Office', 'id': 1084769827271598080, 'id_str': '1084769827271598080', 'indices': [48, 60]}, {'screen_name': 'MayankeshwarSh1', 'name': 'Mayankeshwar Sharan Singh', 'id': 1286338263435771905, 'id_str': '1286338263435771905', 'indices': [61, 77]}]",-0.0125,-0.4588,-1,-1,-1,1
556,1061,1061,mayankauthor,Varanasi,57,5,2022-11-07 21:34:48+00:00,50,0,year back people used say banaras dirty chaotic dreamt tourist place people firm determination ancient centre knowledge spiritualism one day become tourism hub thank sir belief banaras,[],"[{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [238, 251]}]",-0.2666667,-0.2263,-1,-1,-1,0
557,1062,1062,JeetuAzad,"Auraiya, India",157,12,2022-11-07 21:34:06+00:00,722,0,sir long time xray machine dead ajitmal auraiya chc today visited hospital ajitmal xray machine working sir responsible health public,[],"[{'screen_name': 'SanjayAzadSln', 'name': 'Sanjay Singh AAP', 'id': 328941811, 'id_str': '328941811', 'indices': [0, 14]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [15, 28]}, {'screen_name': 'myogiadityanath', 'name': 'Yogi Adityanath', 'id': 3437532637, 'id_str': '3437532637', 'indices': [29, 45]}, {'screen_name': 'myogioffice', 'name': 'Yogi Adityanath Office', 'id': 1084769827271598080, 'id_str': '1084769827271598080', 'indices': [46, 58]}, {'screen_name': 'MayankeshwarSh1', 'name': 'Mayankeshwar Sharan Singh', 'id': 1286338263435771905, 'id_str': '1286338263435771905', 'indices': [59, 75]}]",-0.0125,-0.4588,-1,-1,-1,1
560,1065,1065,Yunuszeek,,36,1,2022-11-07 21:20:19+00:00,20,0,transport take charge becouse route going long bus conductor charge utc gmtech com cheating customer,[],"[{'screen_name': 'UKTransportDept', 'name': 'State Transport Dept', 'id': 849199810557116416, 'id_str': '849199810557116416', 'indices': [0, 16]}, {'screen_name': 'UK_Roadways', 'name': 'UttarakhandRoadways', 'id': 787694154, 'id_str': '787694154', 'indices': [17, 29]}, {'screen_name': 'nitin_gadkari', 'name': 'Nitin Gadkari', 'id': 97217966, 'id_str': '97217966', 'indices': [30, 44]}, {'screen_name': 'jagograhakjago', 'name': 'Consumer Affairs', 'id': 772674808878342144, 'id_str': '772674808878342144', 'indices': [45, 60]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [61, 70]}, {'screen_name': 'pushkardhami', 'name': 'Pushkar Singh Dhami', 'id': 88343658, 'id_str': '88343658', 'indices': [71, 84]}]",-0.05,-0.5574,-1,-1,-1,1
